line: 48   index: 15   original: (   mutated: (!
line: 124   index: 16   original: &   mutated: ^
line: 124   index: 17   original: &   mutated: ^
line: 124   index: 35   original: &   mutated: ^
line: 124   index: 36   original: &   mutated: ^
line: 124   index: 16   original: &   mutated: &&
line: 124   index: 17   original: &   mutated: &&
line: 124   index: 35   original: &   mutated: &&
line: 124   index: 36   original: &   mutated: &&
line: 124   index: 16   original: &   mutated: ||
line: 124   index: 17   original: &   mutated: ||
line: 124   index: 35   original: &   mutated: ||
line: 124   index: 36   original: &   mutated: ||
line: 124   index: 56   original: |   mutated: &
line: 124   index: 57   original: |   mutated: &
line: 124   index: 56   original: |   mutated: ^
line: 124   index: 57   original: |   mutated: ^
line: 124   index: 56   original: |   mutated: &&
line: 124   index: 57   original: |   mutated: &&
line: 124   index: 56   original: |   mutated: ||
line: 124   index: 57   original: |   mutated: ||
line: 124   index: 59   original: !   mutated: ~
line: 124   index: 59   original: !   mutated: 
line: 124   index: 16   original: &&   mutated: &
line: 124   index: 35   original: &&   mutated: &
line: 124   index: 16   original: &&   mutated: ||
line: 124   index: 35   original: &&   mutated: ||
line: 124   index: 16   original: &&   mutated: && !
line: 124   index: 35   original: &&   mutated: && !
line: 124   index: 56   original: ||   mutated: |
line: 124   index: 56   original: ||   mutated: &&
line: 124   index: 56   original: ||   mutated: || !
line: 124   index: 4   original: if (   mutated: if ( !
line: 124   index: 4   original: if (   mutated: if ( ~
line: 124   index: 4   original: if (   mutated: if ( true ||
line: 124   index: 4   original: if (   mutated: if ( false &&
line: 124   index: 7   original: (   mutated: (!
line: 124   index: 19   original: (   mutated: (!
line: 124   index: 20   original: (   mutated: (!
line: 126   index: 16   original: =   mutated: ==
line: 126   index: 16   original: =   mutated: !=
line: 126   index: 16   original: =   mutated: <
line: 126   index: 16   original: =   mutated: >
line: 126   index: 16   original: =   mutated: <=
line: 126   index: 16   original: =   mutated: >=
line: 126   index: 16   original: =   mutated: = 0 *
line: 126   index: 16   original: =   mutated: = 0 ;//
line: 126   index: 16   original: =   mutated: = NULL; //
line: 126   index: 16   original: =   mutated: = !
line: 126   index: 46   original: &   mutated: |
line: 126   index: 47   original: &   mutated: |
line: 126   index: 46   original: &   mutated: ^
line: 126   index: 47   original: &   mutated: ^
line: 126   index: 46   original: &   mutated: &&
line: 126   index: 47   original: &   mutated: &&
line: 126   index: 46   original: &   mutated: ||
line: 126   index: 47   original: &   mutated: ||
line: 126   index: 46   original: &&   mutated: &
line: 126   index: 46   original: &&   mutated: ||
line: 126   index: 46   original: &&   mutated: && !
line: 126   index: 43   original: (   mutated: (!
line: 126   index: 65   original: (   mutated: (!
line: 126   index: 66   original: );   mutated: *0);
line: 126   index: 66   original: );   mutated: *-1);
line: 126   index: 66   original: );   mutated: *2);
line: 127   index: 18   original: =   mutated: ==
line: 127   index: 18   original: =   mutated: !=
line: 127   index: 18   original: =   mutated: <
line: 127   index: 18   original: =   mutated: >
line: 127   index: 18   original: =   mutated: <=
line: 127   index: 18   original: =   mutated: >=
line: 127   index: 18   original: =   mutated: = 0 *
line: 127   index: 18   original: =   mutated: = 0 ;//
line: 127   index: 18   original: =   mutated: = NULL; //
line: 127   index: 18   original: =   mutated: = !
line: 127   index: 50   original: &   mutated: |
line: 127   index: 51   original: &   mutated: |
line: 127   index: 50   original: &   mutated: ^
line: 127   index: 51   original: &   mutated: ^
line: 127   index: 50   original: &   mutated: &&
line: 127   index: 51   original: &   mutated: &&
line: 127   index: 50   original: &   mutated: ||
line: 127   index: 51   original: &   mutated: ||
line: 127   index: 50   original: &&   mutated: &
line: 127   index: 50   original: &&   mutated: ||
line: 127   index: 50   original: &&   mutated: && !
line: 127   index: 47   original: (   mutated: (!
line: 127   index: 69   original: (   mutated: (!
line: 127   index: 70   original: );   mutated: *0);
line: 127   index: 70   original: );   mutated: *-1);
line: 127   index: 70   original: );   mutated: *2);
line: 128   index: 20   original: &   mutated: |
line: 128   index: 21   original: &   mutated: |
line: 128   index: 20   original: &   mutated: ^
line: 128   index: 21   original: &   mutated: ^
line: 128   index: 20   original: &   mutated: &&
line: 128   index: 21   original: &   mutated: &&
line: 128   index: 20   original: &   mutated: ||
line: 128   index: 21   original: &   mutated: ||
line: 128   index: 20   original: &&   mutated: &
line: 128   index: 20   original: &&   mutated: ||
line: 128   index: 20   original: &&   mutated: && !
line: 128   index: 1   original: if (   mutated: if ( !
line: 128   index: 1   original: if (   mutated: if ( ~
line: 128   index: 1   original: if (   mutated: if ( true ||
line: 128   index: 1   original: if (   mutated: if ( false &&
line: 128   index: 4   original: (   mutated: (!
line: 133   index: 6   original: if (   mutated: if ( !
line: 133   index: 6   original: if (   mutated: if ( ~
line: 133   index: 6   original: if (   mutated: if ( true ||
line: 133   index: 6   original: if (   mutated: if ( false &&
line: 133   index: 9   original: (   mutated: (!
line: 134   index: 13   original: =   mutated: ==
line: 134   index: 13   original: =   mutated: !=
line: 134   index: 13   original: =   mutated: <
line: 134   index: 13   original: =   mutated: >
line: 134   index: 13   original: =   mutated: <=
line: 134   index: 13   original: =   mutated: >=
line: 134   index: 13   original: =   mutated: = 0 *
line: 134   index: 13   original: =   mutated: = 0 ;//
line: 134   index: 13   original: =   mutated: = NULL; //
line: 134   index: 13   original: =   mutated: = !
line: 135   index: 6   original: if (   mutated: if ( !
line: 135   index: 6   original: if (   mutated: if ( ~
line: 135   index: 6   original: if (   mutated: if ( true ||
line: 135   index: 6   original: if (   mutated: if ( false &&
line: 135   index: 9   original: (   mutated: (!
line: 136   index: 13   original: =   mutated: ==
line: 136   index: 13   original: =   mutated: !=
line: 136   index: 13   original: =   mutated: <
line: 136   index: 13   original: =   mutated: >
line: 136   index: 13   original: =   mutated: <=
line: 136   index: 13   original: =   mutated: >=
line: 136   index: 13   original: =   mutated: = 0 *
line: 136   index: 13   original: =   mutated: = 0 ;//
line: 136   index: 13   original: =   mutated: = NULL; //
line: 136   index: 13   original: =   mutated: = !
line: 141   index: 4   original: return   mutated: return 0; //
line: 141   index: 4   original: return   mutated: return 1; //
line: 141   index: 4   original: return   mutated: return NULL; //
line: 141   index: 4   original: return   mutated: return -1; //
line: 141   index: 4   original: return   mutated: return 2*
line: 141   index: 4   original: return   mutated: return -1 *
line: 144   index: 4   original: (   mutated: (!
line: 148   index: 12   original: <   mutated: !=
line: 148   index: 12   original: <   mutated: >
line: 148   index: 12   original: <   mutated: <=
line: 148   index: 12   original: <   mutated: >=
line: 148   index: 12   original: <   mutated: ==
line: 148   index: 6   original: (   mutated: (!
line: 157   index: 14   original: (   mutated: (!
line: 157   index: 15   original: );   mutated: *0);
line: 157   index: 15   original: );   mutated: *-1);
line: 157   index: 15   original: );   mutated: *2);
line: 158   index: 21   original: =   mutated: ==
line: 158   index: 21   original: =   mutated: !=
line: 158   index: 21   original: =   mutated: <
line: 158   index: 21   original: =   mutated: >
line: 158   index: 21   original: =   mutated: <=
line: 158   index: 21   original: =   mutated: >=
line: 158   index: 21   original: =   mutated: = 0 *
line: 158   index: 21   original: =   mutated: = 0 ;//
line: 158   index: 21   original: =   mutated: = NULL; //
line: 158   index: 21   original: =   mutated: = !
line: 158   index: 32   original: [   mutated: [ -1 +
line: 158   index: 32   original: [   mutated: [ 1 +
line: 158   index: 32   original: [   mutated: [ 0 *
line: 158   index: 27   original: (   mutated: (!
line: 158   index: 35   original: );   mutated: *0);
line: 158   index: 35   original: );   mutated: *-1);
line: 158   index: 35   original: );   mutated: *2);
line: 159   index: 20   original: =   mutated: ==
line: 159   index: 20   original: =   mutated: !=
line: 159   index: 20   original: =   mutated: <
line: 159   index: 20   original: =   mutated: >
line: 159   index: 20   original: =   mutated: <=
line: 159   index: 20   original: =   mutated: >=
line: 159   index: 20   original: =   mutated: = 0 *
line: 159   index: 20   original: =   mutated: = 0 ;//
line: 159   index: 20   original: =   mutated: = NULL; //
line: 159   index: 20   original: =   mutated: = !
line: 159   index: 31   original: [   mutated: [ -1 +
line: 159   index: 31   original: [   mutated: [ 1 +
line: 159   index: 31   original: [   mutated: [ 0 *
line: 159   index: 26   original: (   mutated: (!
line: 159   index: 34   original: );   mutated: *0);
line: 159   index: 34   original: );   mutated: *-1);
line: 159   index: 34   original: );   mutated: *2);
line: 160   index: 31   original: =   mutated: ==
line: 160   index: 31   original: =   mutated: !=
line: 160   index: 31   original: =   mutated: <
line: 160   index: 31   original: =   mutated: >
line: 160   index: 31   original: =   mutated: <=
line: 160   index: 31   original: =   mutated: >=
line: 160   index: 31   original: =   mutated: = 0 *
line: 160   index: 31   original: =   mutated: = 0 ;//
line: 160   index: 31   original: =   mutated: = NULL; //
line: 160   index: 31   original: =   mutated: = !
line: 160   index: 42   original: [   mutated: [ -1 +
line: 160   index: 42   original: [   mutated: [ 1 +
line: 160   index: 42   original: [   mutated: [ 0 *
line: 160   index: 37   original: (   mutated: (!
line: 160   index: 45   original: );   mutated: *0);
line: 160   index: 45   original: );   mutated: *-1);
line: 160   index: 45   original: );   mutated: *2);
line: 161   index: 20   original: =   mutated: ==
line: 161   index: 20   original: =   mutated: !=
line: 161   index: 20   original: =   mutated: <
line: 161   index: 20   original: =   mutated: >
line: 161   index: 20   original: =   mutated: <=
line: 161   index: 20   original: =   mutated: >=
line: 161   index: 20   original: =   mutated: = 0 *
line: 161   index: 20   original: =   mutated: = 0 ;//
line: 161   index: 20   original: =   mutated: = NULL; //
line: 161   index: 20   original: =   mutated: = !
line: 161   index: 31   original: [   mutated: [ -1 +
line: 161   index: 31   original: [   mutated: [ 1 +
line: 161   index: 31   original: [   mutated: [ 0 *
line: 161   index: 26   original: (   mutated: (!
line: 161   index: 34   original: );   mutated: *0);
line: 161   index: 34   original: );   mutated: *-1);
line: 161   index: 34   original: );   mutated: *2);
line: 162   index: 25   original: =   mutated: ==
line: 162   index: 25   original: =   mutated: !=
line: 162   index: 25   original: =   mutated: <
line: 162   index: 25   original: =   mutated: >
line: 162   index: 25   original: =   mutated: <=
line: 162   index: 25   original: =   mutated: >=
line: 162   index: 25   original: =   mutated: = 0 *
line: 162   index: 25   original: =   mutated: = 0 ;//
line: 162   index: 25   original: =   mutated: = NULL; //
line: 162   index: 25   original: =   mutated: = !
line: 162   index: 36   original: [   mutated: [ -1 +
line: 162   index: 36   original: [   mutated: [ 1 +
line: 162   index: 36   original: [   mutated: [ 0 *
line: 162   index: 31   original: (   mutated: (!
line: 162   index: 39   original: );   mutated: *0);
line: 162   index: 39   original: );   mutated: *-1);
line: 162   index: 39   original: );   mutated: *2);
line: 163   index: 22   original: =   mutated: ==
line: 163   index: 22   original: =   mutated: !=
line: 163   index: 22   original: =   mutated: <
line: 163   index: 22   original: =   mutated: >
line: 163   index: 22   original: =   mutated: <=
line: 163   index: 22   original: =   mutated: >=
line: 163   index: 22   original: =   mutated: = 0 *
line: 163   index: 22   original: =   mutated: = 0 ;//
line: 163   index: 22   original: =   mutated: = NULL; //
line: 163   index: 22   original: =   mutated: = !
line: 163   index: 33   original: [   mutated: [ -1 +
line: 163   index: 33   original: [   mutated: [ 1 +
line: 163   index: 33   original: [   mutated: [ 0 *
line: 163   index: 28   original: (   mutated: (!
line: 163   index: 36   original: );   mutated: *0);
line: 163   index: 36   original: );   mutated: *-1);
line: 163   index: 36   original: );   mutated: *2);
line: 164   index: 20   original: =   mutated: ==
line: 164   index: 20   original: =   mutated: !=
line: 164   index: 20   original: =   mutated: <
line: 164   index: 20   original: =   mutated: >
line: 164   index: 20   original: =   mutated: <=
line: 164   index: 20   original: =   mutated: >=
line: 164   index: 20   original: =   mutated: = 0 *
line: 164   index: 20   original: =   mutated: = 0 ;//
line: 164   index: 20   original: =   mutated: = NULL; //
line: 164   index: 20   original: =   mutated: = !
line: 164   index: 31   original: [   mutated: [ -1 +
line: 164   index: 31   original: [   mutated: [ 1 +
line: 164   index: 31   original: [   mutated: [ 0 *
line: 164   index: 26   original: (   mutated: (!
line: 164   index: 34   original: );   mutated: *0);
line: 164   index: 34   original: );   mutated: *-1);
line: 164   index: 34   original: );   mutated: *2);
line: 165   index: 18   original: =   mutated: ==
line: 165   index: 18   original: =   mutated: !=
line: 165   index: 18   original: =   mutated: <
line: 165   index: 18   original: =   mutated: >
line: 165   index: 18   original: =   mutated: <=
line: 165   index: 18   original: =   mutated: >=
line: 165   index: 18   original: =   mutated: = 0 *
line: 165   index: 18   original: =   mutated: = 0 ;//
line: 165   index: 18   original: =   mutated: = NULL; //
line: 165   index: 18   original: =   mutated: = !
line: 165   index: 29   original: [   mutated: [ -1 +
line: 165   index: 29   original: [   mutated: [ 1 +
line: 165   index: 29   original: [   mutated: [ 0 *
line: 165   index: 24   original: (   mutated: (!
line: 165   index: 32   original: );   mutated: *0);
line: 165   index: 32   original: );   mutated: *-1);
line: 165   index: 32   original: );   mutated: *2);
line: 166   index: 20   original: =   mutated: ==
line: 166   index: 20   original: =   mutated: !=
line: 166   index: 20   original: =   mutated: <
line: 166   index: 20   original: =   mutated: >
line: 166   index: 20   original: =   mutated: <=
line: 166   index: 20   original: =   mutated: >=
line: 166   index: 20   original: =   mutated: = 0 *
line: 166   index: 20   original: =   mutated: = 0 ;//
line: 166   index: 20   original: =   mutated: = NULL; //
line: 166   index: 20   original: =   mutated: = !
line: 166   index: 31   original: [   mutated: [ -1 +
line: 166   index: 31   original: [   mutated: [ 1 +
line: 166   index: 31   original: [   mutated: [ 0 *
line: 166   index: 26   original: (   mutated: (!
line: 166   index: 34   original: );   mutated: *0);
line: 166   index: 34   original: );   mutated: *-1);
line: 166   index: 34   original: );   mutated: *2);
line: 167   index: 14   original: =   mutated: ==
line: 167   index: 14   original: =   mutated: !=
line: 167   index: 14   original: =   mutated: <
line: 167   index: 14   original: =   mutated: >
line: 167   index: 14   original: =   mutated: <=
line: 167   index: 14   original: =   mutated: >=
line: 167   index: 14   original: =   mutated: = 0 *
line: 167   index: 14   original: =   mutated: = 0 ;//
line: 167   index: 14   original: =   mutated: = NULL; //
line: 167   index: 14   original: =   mutated: = !
line: 167   index: 25   original: [   mutated: [ -1 +
line: 167   index: 25   original: [   mutated: [ 1 +
line: 167   index: 25   original: [   mutated: [ 0 *
line: 167   index: 20   original: (   mutated: (!
line: 167   index: 29   original: );   mutated: *0);
line: 167   index: 29   original: );   mutated: *-1);
line: 167   index: 29   original: );   mutated: *2);
line: 168   index: 21   original: =   mutated: ==
line: 168   index: 21   original: =   mutated: !=
line: 168   index: 21   original: =   mutated: <
line: 168   index: 21   original: =   mutated: >
line: 168   index: 21   original: =   mutated: <=
line: 168   index: 21   original: =   mutated: >=
line: 168   index: 21   original: =   mutated: = 0 *
line: 168   index: 21   original: =   mutated: = 0 ;//
line: 168   index: 21   original: =   mutated: = NULL; //
line: 168   index: 21   original: =   mutated: = !
line: 168   index: 32   original: [   mutated: [ -1 +
line: 168   index: 32   original: [   mutated: [ 1 +
line: 168   index: 32   original: [   mutated: [ 0 *
line: 168   index: 27   original: (   mutated: (!
line: 168   index: 36   original: );   mutated: *0);
line: 168   index: 36   original: );   mutated: *-1);
line: 168   index: 36   original: );   mutated: *2);
line: 169   index: 18   original: =   mutated: ==
line: 169   index: 18   original: =   mutated: !=
line: 169   index: 18   original: =   mutated: <
line: 169   index: 18   original: =   mutated: >
line: 169   index: 18   original: =   mutated: <=
line: 169   index: 18   original: =   mutated: >=
line: 169   index: 18   original: =   mutated: = 0 *
line: 169   index: 18   original: =   mutated: = 0 ;//
line: 169   index: 18   original: =   mutated: = NULL; //
line: 169   index: 18   original: =   mutated: = !
line: 169   index: 29   original: [   mutated: [ -1 +
line: 169   index: 29   original: [   mutated: [ 1 +
line: 169   index: 29   original: [   mutated: [ 0 *
line: 169   index: 24   original: (   mutated: (!
line: 169   index: 33   original: );   mutated: *0);
line: 169   index: 33   original: );   mutated: *-1);
line: 169   index: 33   original: );   mutated: *2);
line: 171   index: 21   original: %   mutated: /
line: 171   index: 21   original: %   mutated: +
line: 171   index: 21   original: %   mutated: -
line: 171   index: 21   original: %   mutated: *
line: 171   index: 11   original: (   mutated: (!
line: 171   index: 40   original: (   mutated: (!
line: 171   index: 42   original: );   mutated: *0);
line: 171   index: 42   original: );   mutated: *-1);
line: 171   index: 42   original: );   mutated: *2);
line: 172   index: 8   original: (   mutated: (!
line: 172   index: 10   original: );   mutated: *0);
line: 172   index: 10   original: );   mutated: *-1);
line: 172   index: 10   original: );   mutated: *2);
